#  1 deg  2.33 deg  6 deg
   0  1.0000000000000000e+00  1.0000000000000000e+00  1.0000000000000000e+00
   1  9.9969538258021329e-01  9.9834626248971980e-01  9.8903377288767835e-01
   2  9.9908642611595722e-01  9.9504699201241853e-01  9.6746209307427256e-01
   3  9.9817368693387643e-01  9.9011852981380843e-01  9.3598672771160629e-01
   4  9.9695799846486777e-01  9.8358521894578343e-01  8.9561239186284380e-01
   5  9.9544046997572366e-01  9.7547920387365938e-01  8.4759332766760942e-01
   6  9.9362248488219973e-01  9.6584016689639940e-01  7.9336848163183893e-01
   7  9.9150569864709426e-01  9.5471500440554691e-01  7.3448996127428789e-01
   8  9.8909203626781428e-01  9.4215744668020973e-01  6.7254972572602789e-01
   9  9.8638368935876308e-01  9.2822762553274618e-01  6.0910929965138816e-01
  10  9.8338311283474322e-01  9.1299159467419744e-01  5.4563673831814774e-01
  11  9.8009302120239872e-01  8.9652080815240043e-01  4.8345419539370205e-01
  12  9.7651638446754163e-01  8.7889156262286838e-01  4.2369836270103184e-01
  13  9.7265642366700000e-01  8.6018440953794806e-01  3.6729488358124485e-01
  14  9.6851660603439860e-01  8.4048354357997102e-01  3.1494670671630010e-01
  15  9.6410063981002747e-01  8.1987617381700018e-01  2.6713534727151367e-01
  16  9.5941246870567554e-01  7.9845188412476287e-01  2.2413323319114295e-01
  17  9.5445626603599298e-01  7.7630198939628015e-01  1.8602478129794495e-01
  18  9.4923642852860557e-01  7.5351889395382465e-01  1.5273358318298083e-01
  19  9.4375756982583336e-01  7.3019545838974131e-01  1.2405306834600592e-01
  20  9.3802451369144935e-01  7.0642438079818948e-01  9.9678212445937733e-02
  21  9.3204228693648117e-01  6.8229759802494572e-01  7.9236217796878103e-02
  22  9.2581611207856551e-01  6.5790571216399230e-01  6.2314550971014453e-02
  23  9.1935139974985614e-01  6.3333744707545570e-01  4.8485219471106532e-02
  24  9.1265374086891782e-01  6.0867913919798866e-01  3.7324654340401810e-02
  25  9.0572889859244943e-01  5.8401426638883769e-01  2.8428998288205120e-02
  26  8.9858280006302782e-01  5.5942301795582705e-01  2.1424952898384714e-02
  27  8.9122152796939391e-01  5.3498190845673343e-01  1.5976600622417798e-02
  28  8.8365131193606561e-01  5.1076343724234075e-01  1.1788786198428722e-02
  29  8.7587851975930697e-01  4.8683579511904101e-01  8.6077257330752690e-03
  30  8.6790964850666041e-01  4.6326261891395348e-01  6.2195239551695461e-03
  31  8.5975131549740558e-01  4.4010279414851744e-01  4.4472382874775522e-03
  32  8.5141024918140240e-01  4.1741030547301800e-01  3.1470501749348376e-03
  33  8.4289327993384178e-01  3.9523413399153517e-01  2.2040059355841251e-03
  34  8.3420733078343923e-01  3.7361820012045249e-01  1.5276849886179864e-03
  35  8.2535940809158359e-01  3.5260135017922162e-01  1.0480530382365545e-03
  36  8.1635659219988166e-01  3.3221738451381150e-01  7.1166866596068129e-04
  37  8.0720602806343233e-01  3.1249512460457501e-01  4.7833766220227214e-04
  38  7.9791491588700969e-01  2.9345851631344444e-01  3.1825170795415296e-04
  39  7.8849050178114644e-01  2.7512676618189691e-01  2.0960608306244376e-04
  40  7.7894006845487662e-01  2.5751450750139709e-01  1.3666326298618903e-04
  41  7.6927092596162872e-01  2.4063199274169200e-01  8.8212972297228626e-05
  42  7.5949040251445743e-01  2.2448530883805590e-01  5.6372093443649237e-05
  43  7.4960583538645731e-01  2.0907661180444673e-01  3.5666892039722857e-05
  44  7.3962456191183146e-01  1.9440437715275080e-01  2.2343675694301220e-05
  45  7.2955391060267660e-01  1.8046366265569458e-01  1.3859593865011756e-05
  46  7.1940119239611022e-01  1.6724638008871209e-01  8.5128173795498520e-06
  47  7.0917369204589242e-01  1.5474157272004743e-01  5.1641984305017019e-06
  48  6.9887865967220508e-01  1.4293569548405921e-01  3.1025454664226981e-06
  49  6.8852330248271842e-01  1.3181289496559159e-01  1.8460273571320525e-06
  50  6.7811477667753950e-01  1.2135528653848193e-01  1.0878827747782774e-06
  51  6.6766017955005241e-01  1.1154322623422486e-01  6.3499370544665592e-07
  52  6.5716654179508616e-01  1.0235557516263907e-01  3.6712973777774124e-07
  53  6.4664082003521617e-01  9.3769954560786475e-02  2.1025779350945844e-07
  54  6.3608988957540202e-01  8.5762989804835099e-02  1.1928523649826605e-07
  55  6.2552053739549518e-01  7.8310541978278039e-02  6.7041401631572326e-08
  56  6.1493945538952577e-01  7.1387925844932879e-02  3.7328546886347833e-08
  57  6.0435323385997963e-01  6.4970113323431194e-02  2.0592096665665628e-08
  58  5.9376835527463501e-01  5.9031921798170850e-02  1.1254895551233319e-08
  59  5.8319118829281302e-01  5.3548186827789328e-02  6.0951411062112451e-09
  60  5.7262798206724297e-01  4.8493919023583458e-02  3.2707509108931903e-09
  61  5.6208486082701881e-01  4.3844445065705479e-02  1.7392124573839760e-09
  62  5.5156781874646832e-01  3.9575533002607258e-02  9.1647228425751119e-10
  63  5.4108271510402728e-01  3.5663502138738208e-02  4.7859444607644110e-10
  64  5.3063526973456399e-01  3.2085317955789609e-02  2.4769525812292191e-10
  65  5.2023105877787390e-01  2.8818672634313241e-02  1.2705435378971759e-10
  66  5.0987551072542914e-01  2.5842051844717870e-02  6.4595658580516468e-11
  67  4.9957390276675573e-01  2.3134788560711040e-02  3.2552108003432802e-11
  68  4.8933135743619516e-01  2.0677104713959667e-02  1.6260615752522050e-11
  69  4.7915283956011273e-01  1.8450141557994498e-02  8.0518743917201016e-12
  70  4.6904315350402676e-01  1.6435979642103544e-02  3.9525662260308947e-12
  71  4.5900694071846121e-01  1.4617649314613696e-02  1.9235499697879093e-12
  72  4.4904867758177042e-01  1.2979132679434971e-02  9.2808958716436612e-13
  73  4.3917267353754030e-01  1.1505357922995604e-02  4.4397483163064549e-13
  74  4.2938306952365651e-01  1.0182186910365976e-02  2.1058561125758003e-13
  75  4.1968383668951975e-01  8.9963969228727281e-03  9.9042306063145439e-14
  76  4.1007877539741577e-01  7.9356573740088400e-03  4.6190670024103679e-14
  77  4.0057151450347911e-01  6.9885022998489917e-03  2.1362346227098837e-14
  78  3.9116551091325968e-01  6.1442993729483317e-03  9.7977069141315479e-15
  79  3.8186404940637947e-01  5.3932161393017083e-03  4.4565657218667239e-15
  80  3.7267024272438309e-01  4.7261841238811731e-03  2.0104629027805748e-15
  81  3.6358703191541142e-01  4.1348613967511702e-03  8.9956202710884135e-16
  82  3.5461718692899630e-01  3.6115941350476962e-03  3.9923151364951377e-16
  83  3.4576330745384670e-01  3.1493776624002545e-03  1.7575044543518031e-16
  84  3.3702782399122028e-01  2.7418173913313399e-03  7.6747662349388954e-17
  85  3.2841299915609640e-01  2.3830900433815501e-03  3.3246817498850855e-17
  86  3.1992092919814435e-01  2.0679054687666731e-03  1.4287959625114425e-17
  87  3.1155354573415422e-01  1.7914693418171490e-03  6.0917837788919128e-18
  88  3.0331261768343015e-01  1.5494469601777161e-03  2.5768652152384734e-18
  89  2.9519975339737048e-01  1.3379283370094997e-03  1.0815101856331698e-18
  90  2.8721640297434742e-01  1.1533947325984332e-03  4.5038077761488419e-19
  91  2.7936386075077230e-01  9.9268674085369740e-04  1.8610495438390371e-19
  92  2.7164326795917709e-01  8.5297400882517469e-04  7.6310326671370376e-20
  93  2.6405561554396378e-01  7.3172664482138989e-04  3.1050908464449530e-20
  94  2.5660174712547196e-01  6.2668833826023550e-04  1.2538603134320579e-20
  95  2.4928236210288260e-01  5.3585120050877999e-04  5.0248831939160779e-21
  96  2.4209801888652779e-01  4.5743230729013075e-04  1.9985856668469406e-21
  97  2.3504913825008583e-01  3.8985191826770843e-04  7.8896448910147653e-22
  98  2.2813600679324586e-01  3.3171332285481116e-04  3.0913475340274838e-22
  99  2.2135878050537491e-01  2.8178426562877395e-04  1.2022965001195024e-22
 100  2.1471748842087460e-01  2.3897987808928331e-04  4.6415847654274834e-23
 101  2.0821203635689919e-01  2.0234705792049470e-04  1.7788093607898102e-23
 102  2.0184221072430888e-01  1.7105020737436259e-04  6.7673446639637095e-24
 103  1.9560768240274795e-01  1.4435826838488051e-04  2.5559372903776493e-24
 104  1.8950801067098438e-01  1.2163295592150184e-04  9.5838989705540367e-25
 105  1.8354264718369093e-01  1.0231813121091204e-04  3.5678895793856190e-25
 106  1.7771093998613566e-01  8.5930208961235684e-05  1.3187869036287609e-25
 107  1.7201213755831765e-01  7.2049551118101961e-05  4.8400368709134056e-26
 108  1.6644539288040827e-01  6.0312734225423788e-05  1.7638035187267886e-26
 109  1.6100976751144622e-01  5.0405660604960568e-05  6.3825728466228318e-27
 110  1.5570423567359326e-01  4.2057390989065405e-05  2.2935163048074433e-27
 111  1.5052768833436012e-01  3.5034694006008359e-05  8.1843591464128126e-28
 112  1.4547893727960112e-01  2.9137175145586225e-05  2.9004175506023914e-28
 113  1.4055671917018961e-01  2.4193015122590785e-05  1.0208112697315923e-28
 114  1.3575969957570216e-01  2.0055155618520955e-05  3.5682514028793775e-29
 115  1.3108647697855849e-01  1.6598009567915666e-05  1.2388146933650057e-29
 116  1.2653558674250423e-01  1.3714494133259119e-05  4.2718294351137748e-30
 117  1.2210550503944365e-01  1.1313529169749721e-05  1.4631664631822347e-30
 118  1.1779465272909019e-01  9.3177363562683687e-06  4.9780741371364874e-31
 119  1.1360139918601903e-01  7.6615748105367999e-06  1.6824112512297737e-31
 120  1.0952406606918519e-01  6.2895505134399932e-06  5.6483477852778411e-32
 121  1.0556093102907788e-01  5.1515029855455357e-06  1.8838413363569222e-32
 122  1.0171023134817761e-01  4.2125423417610067e-06  6.2418868686552839e-33
 123  9.7970167510476061e-02  3.4391475266387514e-06  2.0547125788256617e-33
 124  9.4338906696328745e-02  2.8031979319003235e-06  6.7199293411156008e-34
 125  9.0814586198985719e-02  2.2811475829590934e-06  2.1835919534901708e-34
 126  8.7395316759668648e-02  1.8533177959321254e-06  7.0499496466144649e-35
 127  8.4079185818114313e-02  1.5032926495930967e-06  2.2616363907909902e-35
 128  8.0864260676039940e-02  1.2174034616965274e-06  7.2093509385299566e-36
 129  7.7748591571009870e-02  9.8429012330953856e-07  2.2836020809486102e-36
 130  7.4730214658729324e-02  7.9452863991837694e-07  7.1880274811320611e-37
 131  7.1807154901783687e-02  6.4031556613339812e-07  2.2484234624435673e-37
 132  6.8977428863398582e-02  5.1520121384838620e-07  6.9893937256544902e-38
 133  6.6239047404752907e-02  4.1386457361280864e-07  2.1592739668207496e-38
 134  6.3590018284944649e-02  3.3192382732447131e-07  6.6297409292199201e-39
 135  6.1028348662626707e-02  2.6577715827507798e-07  2.0231102302034389e-39
 136  5.8552047498908896e-02  2.1246929267277759e-07  6.1360688033598764e-40
 137  5.6159127860996132e-02  1.6957984500838238e-07  1.8497881045291906e-40
 138  5.3847609126624556e-02  1.3513009736170557e-07  5.5427861977511565e-41
 139  5.1615519089183673e-02  1.0750532862653547e-07  1.6509040987473443e-41
 140  4.9460895964018807e-02  8.5390231654979890e-08  4.8878315095399469e-42
 141  4.7381790296183265e-02  6.7715321801721668e-08  1.4385476584925449e-42
 142  4.5376266770532601e-02  5.3612555950495599e-08  4.2088050635979259e-43
 143  4.3442405924773261e-02  4.2378652865421675e-08  1.2241444784902985e-43
 144  4.1578305766720933e-02  3.3444839068710040e-08  3.5396354391881847e-44
 145  3.9782083296684229e-02  2.6351944282351109e-08  1.0175340733807067e-44
 146  3.8051875936556352e-02  2.0729941139871019e-08  2.9081475514625572e-45
 147  3.6385842866793770e-02  1.6281169245851141e-08  8.2636772429391453e-46
 148  3.4782166273156390e-02  1.2766607161538093e-08  2.3347047747219076e-46
 149  3.3239052504611580e-02  9.9946605443695963e-09  6.5584996498611137e-47
 150  3.1754733144533587e-02  7.8120231192666162e-09  1.8319053107736538e-47
 151  3.0327465996784087e-02  6.0962417297159918e-09  5.0879113128254923e-48
 152  2.8955535989028905e-02  4.7496794287987131e-09  1.4051604982852563e-48
 153  2.7637255995020742e-02  3.6946231804418302e-09  3.8589933273976459e-49
 154  2.6370967578394199e-02  2.8693267692715624e-09  1.0538906001571411e-49
 155  2.5155041659808842e-02  2.2248162748090398e-09  2.8622137444359442e-50
 156  2.3987879110147339e-02  1.7223160799535191e-09  7.7304567012302367e-51
 157  2.2867911271673320e-02  1.3311788212690552e-09  2.0764249372718064e-51
 158  2.1793600409988456e-02  1.0272237754458874e-09  5.5468530733668897e-52
 159  2.0763440098726545e-02  7.9140561606678368e-10  1.4736952678779868e-52
 160  1.9775955539930837e-02  6.0874986512062176e-10  3.8941303548154906e-53
 161  1.8829703822051229e-02  4.6750321072818086e-10  1.0234488272619355e-53
 162  1.7923274118591199e-02  3.5845659372186115e-10  2.6753809193857686e-54
 163  1.7055287829307306e-02  2.7440694100499560e-10  6.9563251147056588e-55
 164  1.6224398667054579e-02  2.0972994528634780e-10  1.7991181813332828e-55
 165  1.5429292692115659e-02  1.6004161199372640e-10  4.6284526616878348e-56
 166  1.4668688297153530e-02  1.2193062635717765e-10  1.1844559827274515e-56
 167  1.3941336144531104e-02  9.2747112948735595e-11  3.0152238603313660e-57
 168  1.3246019059170238e-02  7.0436212708048499e-11  7.6356887843463624e-58
 169  1.2581551878570853e-02  5.3407209937620731e-11  1.9236023765431410e-58
 170  1.1946781263185024e-02  4.0430804152919492e-11  4.8209335214056734e-59
 171  1.1340585468617517e-02  3.0558621663409308e-11  1.2020041751956090e-59
 172  1.0761874082862952e-02  2.3060267307979690e-11  2.9816040461573249e-60
 173  1.0209587729876565e-02  1.7374183632516061e-11  7.3582274201754852e-61
 174  9.6826977427006723e-03  1.3069358612517523e-11  1.8066985449493795e-61
 175  9.1802058072448980e-03  9.8155410460660431e-12  4.4136446391092300e-62
 176  8.7011435799546934e-03  7.3601153160290571e-12  1.0727982699033849e-62
 177  8.2445722802435197e-03  5.5101790005016023e-12  2.5945232940407519e-63
 178  7.8095822609399491e-03  4.1186777833091952e-12  6.2434637339031758e-64
 179  7.3952925573790903e-03  3.0736984453112786e-12  1.4949674885503983e-64
 180  7.0008504184145455e-03  2.2902154439024192e-12  3.5619317210362679e-65
 181  6.6254308197110706e-03  1.7037402111693058e-12  8.4449405862604080e-66
 182  6.2682359626314577e-03  1.2654432529413648e-12  1.9923892001314910e-66
 183  5.9284947587849371e-03  9.3841416884271574e-13  4.6776493814574967e-67
 184  5.6054623036045437e-03  6.9479924040146796e-13  1.0928645063799002e-67
 185  5.2984193387033730e-03  5.1361456074702291e-13  2.5409688331314332e-68
 186  5.0066717064522264e-03  3.7907823665485813e-13  5.8794383138911455e-69
 187  4.7295497961852770e-03  2.7934070702804854e-13  1.3538946568748706e-69
 188  4.4664079855772096e-03  2.0551985129315508e-13  3.1028117735486072e-70
 189  4.2166240762272341e-03  1.5096901478423644e-13  7.0771177825925762e-71
 190  3.9795987271253963e-03  1.1072270392835527e-13  1.6065590819224345e-71
 191  3.7547548846346957e-03  8.1077563333449268e-14  3.6298196459391697e-72
 192  3.5415372128329240e-03  5.9276173715190765e-14  8.1626312108473545e-73
 193  3.3394115224117619e-03  4.3268857912107054e-14  1.8270092145139282e-73
 194  3.1478642021880139e-03  3.1534563684003057e-14  4.0702896851050697e-74
 195  2.9664016509501827e-03  2.2946406065732863e-14  9.0259399886529430e-75
 196  2.7945497139552945e-03  1.6670910031767123e-14  1.9922808589962425e-75
 197  2.6318531212811995e-03  1.2092638148346655e-14  4.3773177818733321e-76
 198  2.4778749326656961e-03  8.7579055519270061e-15  9.5735567446069941e-77
 199  2.3321959854697124e-03  6.3328214196755052e-15  2.0842727523416908e-77
 200  2.1944143507769453e-03  4.5720644688088780e-15  4.5171029769328934e-78
 201  2.0641447936415964e-03  3.2956866019680300e-15  9.7453577180776140e-79
 202  1.9410182429515210e-03  2.3719103055846369e-15  2.0930327361010515e-79
 203  1.8246812662262332e-03  1.7043930377034178e-15  4.4750998264927983e-80
 204  1.7147955553563723e-03  1.2228148805330968e-15  9.5254581871363192e-81
 205  1.6110374178346743e-03  8.7593422205931375e-16  2.0185214769136587e-81
 206  1.5130972801207093e-03  6.2647310567213270e-16  4.2584649807612423e-82
 207  1.4206791968303749e-03  4.4735662253628706e-16  8.9444324401754360e-83
 208  1.3335003731382135e-03  3.1895260757929320e-16  1.8704247382313893e-83
 209  1.2512906931202350e-03  2.2704902227801325e-16  3.8942435826420450e-84
 210  1.1737922622971635e-03  1.6137440541640491e-16  8.0725183511371325e-85
 211  1.1007589560211709e-03  1.1451742194122885e-16  1.6661173794726469e-85
 212  1.0319559829822750e-03  8.1139197396664085e-17  3.4238938481798018e-86
 213  9.6715945425162610e-04  5.7400072467272619e-17  7.0058461524121265e-87
 214  9.0615596831983020e-04  4.0543115039396510e-17  1.4273613008814884e-87
 215  8.4874220115723734e-04  2.8592035813825589e-17  2.8956603151764350e-88
 216  7.9472451312678760e-04  2.0132452860734628e-17  5.8493686018819640e-89
 217  7.4391856019447749e-04  1.4153775532146567e-17  1.1765903886856972e-89
 218  6.9614892285980762e-04  9.9351007073006983e-18  2.3566969266059315e-90
 219  6.5124873844618961e-04  6.9630090196917363e-18  4.7005800859264251e-91
 220  6.0905935201842842e-04  4.8724424023460893e-18  9.3363163352750424e-92
 221  5.6942996950200069e-04  3.4042535696703174e-18  1.8466436190593372e-92
 222  5.3221733040832524e-04  2.3747772543810571e-18  3.6373161434990106e-93
 223  4.9728538137213513e-04  1.6540552512731678e-18  7.1347110528632565e-94
 224  4.6450497038058580e-04  1.1502802397898270e-18  1.3937215289278951e-94
 225  4.3375354017774460e-04  7.9870091963398854e-19  2.7113573533501260e-95
 226  4.0491484359182078e-04  5.5372222122053823e-19  5.2530973691829690e-96
 227  3.7787865613335414e-04  3.8328985844085780e-19  1.0136052147173802e-96
 228  3.5254051193498668e-04  2.6490531907660884e-19  1.9478415592013935e-97
